Unnamed: 0,Región,Comuna,Tipo Remoción en masa,Factor desencadenante,Fecha Evento,Longitud,Latitud,Sistema Georeferencia,Cota (m.s.n.m),Valor
1821,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.73469999999999,-40.5948,WGS 84/ UTM 18 S,18,0
1822,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.73469999999999,-40.5948,WGS 84/ UTM 18 S,18,0
1823,Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9155,-42.0263,WGS 84/ UTM 18 S,68,0
1824,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,08/05/2013,-72.9666,-41.3113,WGS 84/ UTM 18 S,64,0
1825,Los Lagos,Puerto Varas,Flujo,Precipitaciones,02/07/2013,-72.3916,-41.1332,WGS 84/ UTM 18 S,264,0
1826,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.9422,-41.4592,WGS 84/ UTM 18 S,59,0
1827,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.8029,-41.4823,WGS 84/ UTM 18 S,29,0
1828,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.9888,-41.4976,WGS 84/ UTM 18 S,22,0
1829,Los Lagos,Puerto Montt,Flujo,Precipitaciones,04/06/2014,-72.9888,-41.4976,WGS 84/ UTM 18 S,22,0
1830,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-73.03439999999999,-41.5126,WGS 84/ UTM 18 S,-,0
1831,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.95299999999999,-41.4711,WGS 84/ UTM 18 S,83,0
1832,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.95299999999999,-41.4711,WGS 84/ UTM 18 S,83,0
1833,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9421,-41.4578,WGS 84/ UTM 18 S,69,0
1834,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9421,-41.4578,WGS 84/ UTM 18 S,69,0
1835,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.13,-41.743,WGS 84/ UTM 18 S,67,0
1836,Los Lagos,Calbuco,Flujo,Precipitaciones,02/06/2014,-73.1194,-41.7533,WGS 84/ UTM 18 S,28,0
1837,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1259,-41.755500000000005,WGS 84/ UTM 18 S,16,0
1838,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1261,-41.7558,WGS 84/ UTM 18 S,15,0
1839,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.12299999999999,-41.7577,WGS 84/ UTM 18 S,20,0
1840,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0375,-41.517,WGS 84/ UTM 18 S,16,0
1841,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0375,-41.517,WGS 84/ UTM 18 S,16,0
1842,Los Lagos,Quemchi,Deslizamiento,Precipitaciones,25/07/2015,-73.4939,-42.1328,WGS 84/ UTM 18 S,112,0
1843,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.72579999999999,-40.582,WGS 84/ UTM 18 S,43,0
1844,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.82509999999999,-41.385000000000005,WGS 84/ UTM 18 S,,0
1845,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.82509999999999,-41.385000000000005,WGS 84/ UTM 18 S,,0
1846,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,17/01/2014,-72.8894,-41.474,WGS 84/ UTM 18 S,35,0
1847,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,02/06/2015,-72.4035,-41.355900000000005,SIRGAS/ UTM 19 S,1195,0
1848,Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.39089999999999,-38.8066,WGS 84/ UTM 18 S,42,0
1849,Araucanía,Saavedra,Caída,Precipitaciones,15/07/2018,-73.39099999999999,-38.8061,WGS 84/ UTM 18 S,42,0
1850,Araucanía,Saavedra,Caída,Precipitaciones,12/08/2019,-73.39099999999999,-38.8061,WGS 84/ UTM 18 S,42,0
1851,Los Ríos,Valdivia,Caída,Precipitaciones,15/08/2018,-73.38973,-39.865162000000005,WGS 84/ UTM 18 S,,0
1852,Los Lagos,Valle Frío,Deslizamiento,Precipitaciones,30/08/2011,-72.312984,-43.386627,WGS 84/ UTM 18 S,,0
1853,Los Lagos,Valle Frío,Deslizamiento,Precipitaciones,30/08/2011,-72.312984,-43.386627,WGS 84/ UTM 18 S,,0
1854,Los Lagos,Frutillar,Flujo,Precipitaciones,02/06/2014,-73.01897,-41.127938,WGS 84/ UTM 18 S,,0
1855,Los Lagos,Ensenada,"Deslizamient, Flujo",Precipitaciones,02/06/2015,-72.426558,-41.356184,WGS 84/ UTM 18 S,,0
1856,Los Lagos,Bahia Mansa,Deslizamiento,Precipitaciones,19/07/2015,-73.725792,-40.582047,WGS 84/ UTM 18 S,,0
1857,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,15/06/2017,-72.98319,-41.329999,WGS 84/ UTM 18 S,,0
1858,Los Lagos,Osorno,Deslizamiento,Precipitaciones,15/06/2017,-73.096865,-40.558037,WGS 84/ UTM 18 S,,0
1859,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.95296499999999,-41.458275,WGS 84/ UTM 18 S,,0
1860,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.942511,-41.456,WGS 84/ UTM 18 S,,0
1861,Los Lagos,Castro,"Deslizamiento, Flujo",Precipitaciones,15/06/2017,-73.765917,-42.455589,WGS 84/ UTM 18 S,,0
1862,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.96826399999999,-41.485016,WGS 84/ UTM 18 S,,0
1863,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.96826399999999,-41.485016,WGS 84/ UTM 18 S,,0
1864,Los Lagos,Quemchi,Deslizamiento,Precipitaciones,26/06/2017,-73.468088,-42.134537,WGS 84/ UTM 18 S,,0
1865,Los Lagos,Santa Lucía,"Deslizamiento, Flujo",Precipitaciones,16/12/2017,-72.415117,-43.352958,WGS 84/ UTM 18 S,,0
1866,Los Lagos,Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.36222099999999,-43.373318000000005,WGS 84/ UTM 18 S,,0
1867,Los Lagos,Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.357722,-43.400245000000005,WGS 84/ UTM 18 S,,0
1868,Araucanía,Curarrehue,Flujo,Precipitaciones,28/05/2005,-71.581728,-39.349900000000005,WGS 84/ UTM 19 S,424,0
1869,Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.39099999999999,-38.8061,WGS 84/ UTM 18 S,80,0
1870,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.622492,-38.760995,WGS 84/ UTM 18 S,102,0
1871,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.622492,-38.760995,WGS 84/ UTM 18 S,102,0
1872,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.55378599999999,-38.762429,WGS 84/ UTM 18 S,135,0
1873,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.55378599999999,-38.762429,WGS 84/ UTM 18 S,135,0
1874,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.544393,-38.756569,WGS 84/ UTM 18 S,141,0
1875,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.544393,-38.756569,WGS 84/ UTM 18 S,139,0
1876,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.541007,-38.754054,WGS 84/ UTM 18 S,135,0
1877,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.541007,-38.754054,WGS 84/ UTM 18 S,135,0
1878,Araucanía,Collipulli,Deslizamiento,Precipitaciones,01/07/1970,-72.42739999999999,-37.9539,WGS 84/ UTM 18 S,170,0
1879,Araucanía,Collipulli,Deslizamiento,Precipitaciones,31/05/1971,-72.42739999999999,-37.9539,WGS 84/ UTM 18 S,170,0
1880,Los Ríos,Futrono,Flujo,Precipitaciones,28/08/2004,-72.231704,-40.169364,WGS 84/ UTM 18 S,-,0
1881,Los Ríos,Futrono,Flujo,Precipitaciones,28/05/2005,-72.315337,-40.068596,WGS 84/ UTM 18 S,-,0
1882,Los Ríos,Corral,"Deslizamiento, Flujo",Precipitaciones,03/07/2005,-73.55355,-39.919281000000005,WGS 84/ UTM 18 S,-,0
1883,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/01/2009,-72.8171,-39.8467,WGS 84/ UTM 18 S,60,0
1884,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/05/2009,-72.817056,-39.846709,WGS 84/ UTM 18 S,60,0
1885,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/09/2009,-72.8171,-39.8467,WGS 84/ UTM 18 S,60,0
1886,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,12/04/2011,-72.816661,-39.847017,WGS 84/ UTM 18 S,57,0
1887,Los Ríos,Panguipulli,Deslizamiento,Precipitaciones,18/08/2008,-72.484163,-39.735196,WGS 84/ UTM 18 S,111,0
1888,Los Ríos,Corral,Deslizamiento,Precipitaciones,19/05/2005,-73.505,-39.906600000000005,WGS 84/ UTM 18 S,-,0
1889,Los Ríos,Corral,Deslizamiento,Precipitaciones,25/06/2005,-73.505,-39.906600000000005,WGS 84/ UTM 18 S,-,0
1890,Los Ríos,Corral,Deslizamiento,Precipitaciones,03/07/2005,-73.505,-39.906600000000005,WGS 84/ UTM 18 S,-,0
1891,Los Ríos,La Unión,Deslizamiento,Precipitaciones,25/04/2014,-73.0749,-40.3006,WGS 84/ UTM 18 S,13,0
1892,Los Lagos,Castro,Flujo,Precipitaciones,07/03/2001,-73.7755,-42.4586,WGS 84/ UTM 18 S,-,0
1893,Los Lagos,Castro,Flujo,Precipitaciones,09/03/2001,-73.7755,-42.4586,WGS 84/ UTM 18 S,-,0
1894,Los Lagos,Chaitén,Deslizamiento,Precipitaciones,03/05/2002,-72.6883,-42.398700000000005,WGS 84/ UTM 18 S,-,0
1895,Los Lagos,Río Negro,Deslizamiento,Precipitaciones,09/08/2002,-73.7789,-40.6983,WGS 84/ UTM 18 S,6,0
1896,Los Lagos,Osorno,Deslizamiento,Precipitaciones,22/08/2007,-73.59469999999999,-40.565000000000005,WGS 84/ UTM 18 S,126,0
1897,Los Lagos,Huilaihué,Deslizamiento,Precipitaciones,10/09/2007,-72.6382,-41.9999,WGS 84/ UTM 18 S,4,0
1898,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.12599999999999,-41.7593,WGS 84/ UTM 18 S,-,0
1899,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,19/05/2008,-73.12169999999999,-41.7576,WGS 84/ UTM 18 S,-,0
1900,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,20/05/2008,-73.11749999999999,-41.7536,WGS 84/ UTM 18 S,-,0
1901,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,21/05/2008,-73.1265,-41.7557,WGS 84/ UTM 18 S,-,0
1902,Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.39089999999999,-38.8066,WGS 84/ UTM 18 S,42,0
1903,Araucanía,Saavedra,Caída,Precipitaciones,15/07/2018,-73.39109499999999,-38.805435,WGS 84/ UTM 18 S,42,0
1904,Araucanía,Saavedra,Caída,Precipitaciones,12/08/2019,-73.39080799999999,-38.806443,WGS 84/ UTM 18 S,42,0
1905,Araucanía,Queule,Deslizamiento,Precipitaciones,05/08/2018,-73.197138,-39.387767,WGS 84/ UTM 18 S,-,0
1906,Araucanía,Queule,Deslizamiento,Precipitaciones,28/06/2018,-73.198769,-39.391648,WGS 84/ UTM 18 S,-,0
1907,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.96826399999999,-41.485016,WGS 84/ UTM 18 S,-,0
1908,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.96826399999999,-41.485016,WGS 84/ UTM 18 S,-,0
1909,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.95296499999999,-41.458275,WGS 84/ UTM 18 S,-,0
1910,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.942511,-41.456,WGS 84/ UTM 18 S,-,0
1911,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,19/04/2010,-72.9416,-41.4579,WGS 84/ UTM 18 S,56,0
1912,Los Lagos,Chaitén,Deslizamiento,Precipitaciones,02/09/2011,-72.31299999999999,-43.3866,WGS 84/ UTM 18 S,-,0
1913,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/05/2013,-72.7986,-41.4882,WGS 84/ UTM 18 S,30,0
1914,Los Lagos,Frutillar,Flujo,Precipitaciones,02/06/2014,-73.01899999999999,-41.1279,WGS 84/ UTM 18 S,62,0
1915,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.70769999999999,-40.5353,WGS 84/ UTM 18 S,22,0
1916,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.70769999999999,-40.5353,WGS 84/ UTM 18 S,22,0
1917,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.73469999999999,-40.5948,WGS 84/ UTM 18 S,18,0
1918,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.73469999999999,-40.5948,WGS 84/ UTM 18 S,18,0
1919,Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9155,-42.0263,WGS 84/ UTM 18 S,68,0
1920,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,08/05/2013,-72.9666,-41.3113,WGS 84/ UTM 18 S,64,0
1921,Los Lagos,Puerto Varas,Flujo,Precipitaciones,02/07/2013,-72.3916,-41.1332,WGS 84/ UTM 18 S,264,0
1922,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.9422,-41.4592,WGS 84/ UTM 18 S,59,0
1923,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.8029,-41.4823,WGS 84/ UTM 18 S,29,0
1924,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.9888,-41.4976,WGS 84/ UTM 18 S,22,0
1925,Los Lagos,Puerto Montt,Flujo,Precipitaciones,04/06/2014,-72.9888,-41.4976,WGS 84/ UTM 18 S,22,0
1926,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-73.03439999999999,-41.5126,WGS 84/ UTM 18 S,-,0
1927,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.95299999999999,-41.4711,WGS 84/ UTM 18 S,83,0
1928,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.95299999999999,-41.4711,WGS 84/ UTM 18 S,83,0
1929,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9421,-41.4578,WGS 84/ UTM 18 S,69,0
1930,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9421,-41.4578,WGS 84/ UTM 18 S,69,0
1931,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.13,-41.743,WGS 84/ UTM 18 S,67,0
1932,Los Lagos,Calbuco,Flujo,Precipitaciones,02/06/2014,-73.1194,-41.7533,WGS 84/ UTM 18 S,28,0
1933,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1259,-41.755500000000005,WGS 84/ UTM 18 S,16,0
1934,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1261,-41.7558,WGS 84/ UTM 18 S,15,0
1935,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.12299999999999,-41.7577,WGS 84/ UTM 18 S,20,0
1936,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0375,-41.517,WGS 84/ UTM 18 S,16,0
1937,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0375,-41.517,WGS 84/ UTM 18 S,16,0
1938,Los Lagos,Quemchi,Deslizamiento,Precipitaciones,25/07/2015,-73.4939,-42.1328,WGS 84/ UTM 18 S,112,0
1939,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.72579999999999,-40.582,WGS 84/ UTM 18 S,43,0
1940,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.82509999999999,-41.385000000000005,WGS 84/ UTM 18 S,,0
1941,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.82509999999999,-41.385000000000005,WGS 84/ UTM 18 S,,0
1942,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,17/01/2014,-72.8894,-41.474,WGS 84/ UTM 18 S,35,0
1943,Los Lagos,Localidad de Guapi-Quilan,Deslizamiento,Precipitaciones,25/12/2016,-74.2837289,-43.3125986,WGS 84/ UTM 18 S,-,0
1944,Los Lagos,Localidad Inio,Deslizamiento,Precipitaciones,25/12/2016,-74.12146419999999,-43.34946243,WGS 84/ UTM 18 S,-,0
1945,Los Lagos,sector Rahue La Montaña,Deslizamiento,Precipitaciones,23/08/2017,-74.1180648,-42.69960244,WGS 84/ UTM 18 S,-,0
1946,Los Lagos,ruta Chanquin a Huentemó,Deslizamiento,Precipitaciones,28/07/2017,-74.1121986,-42.58022502,WGS 84/ UTM 18 S,-,0
1947,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.1068933,-42.64260205,WGS 84/ UTM 18 S,-,0
1948,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.068693,-42.63363784,WGS 84/ UTM 18 S,-,0
1949,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.0263473,-42.65138156,WGS 84/ UTM 18 S,-,0
1950,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.0029503,-42.65485658,WGS 84/ UTM 18 S,-,0
1951,Los Lagos,sector Puente Caldera,Deslizamiento,Precipitaciones,07/06/2017,-74.00221739999999,-42.654904300000005,WGS 84/ UTM 18 S,-,0
1952,Los Lagos,camino a Cucao,Deslizamiento,Precipitaciones,08/05/2017,-73.99377249999999,-42.65572271,WGS 84/ UTM 18 S,-,0
1953,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-73.98715449999999,-42.65825854,WGS 84/ UTM 18 S,-,0
1954,Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9155,-42.0263,WGS 84/ UTM 18 S,,0
1955,Los Lagos,camino Notuco-Huillinco,Deslizamiento,Precipitaciones,22/06/2012,-73.8712419,-42.65597831,WGS 84/ UTM 18 S,-,0
1956,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.82509999999999,-41.385000000000005,WGS 84/ UTM 18 S,,0
1957,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.82509999999999,-41.385000000000005,WGS 84/ UTM 18 S,,0
1958,Los Lagos,Caleta Estaquilla,Deslizamiento,Precipitaciones,29/08/2015,-73.82507059999999,-41.384981880000005,WGS 84/ UTM 18 S,-,0
1959,Los Lagos,Caleta Estaquilla,Deslizamiento,Precipitaciones,03/07/2004,-73.82504879999999,-41.38352246,WGS 84/ UTM 18 S,-,0
1960,Los Lagos,Caleta Estaquilla,Deslizamiento,Precipitaciones,15/06/2015,-73.82504879999999,-41.38352246,WGS 84/ UTM 18 S,-,0
1961,Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,06/06/2014,-73.82094459999999,-41.92736687,WGS 84/ UTM 18 S,-,0
1962,Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,20/05/2015,-73.82093359999999,-41.92731272,WGS 84/ UTM 18 S,-,0
1963,Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,02/07/2013,-73.82092089999999,-41.92734862,WGS 84/ UTM 18 S,-,0
1964,Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,02/06/2014,-73.82088519999999,-41.927321240000005,WGS 84/ UTM 18 S,-,0
1965,Los Lagos,ruta 5 sector cuesta Mechaico,Deslizamiento,Precipitaciones,10/09/2017,-73.81864979999999,-41.92291225,WGS 84/ UTM 18 S,-,0
1966,Los Lagos,ruta 5 sector cuesta Mechaico,Deslizamiento,Precipitaciones,06/05/2014,-73.817809,-41.92272354,WGS 84/ UTM 18 S,-,0
1967,Los Lagos,sector San Antonio,Deslizamiento,Precipitaciones,30/05/2013,-73.81626729999999,-41.85348291,WGS 84/ UTM 18 S,-,0
1968,Los Lagos,Yerbaloza,Deslizamiento,Precipitaciones,09/05/2013,-73.81534889999999,-42.85547171,WGS 84/ UTM 18 S,-,0
1969,Los Lagos,ruta 5 sector puente San Antonio,Deslizamiento,Precipitaciones,02/06/2014,-73.81119919999999,-41.94890995,WGS 84/ UTM 18 S,-,0
1970,Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.7997417,-42.56664326,WGS 84/ UTM 18 S,-,0
1971,Los Lagos,ruta 5 sector Coihuin,Deslizamiento,Precipitaciones,18/04/2015,-73.77892709999999,-42.73021647,WGS 84/ UTM 18 S,-,0
1972,Los Lagos,Caleta Hueyelhue,Deslizamiento,Precipitaciones,09/08/2002,-73.7788791,-40.6983028,WGS 84/ UTM 18 S,-,0
1973,Los Lagos,Río Negro,Deslizamiento,Precipitaciones,09/08/2002,-73.77879999999999,-40.6986,WGS 84/ UTM 18 S,,0
1974,Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.77768169999999,-42.703835600000005,WGS 84/ UTM 18 S,-,0
1975,Los Lagos,W-853,Deslizamiento,Precipitaciones,25/12/2016,-73.77743219999999,-42.75363249,WGS 84/ UTM 18 S,-,0
1976,Los Lagos,sector Pulpito,Deslizamiento,Precipitaciones,03/05/2013,-73.77736519999999,-42.75894491,WGS 84/ UTM 18 S,-,0
1977,Los Lagos,Población Cardenal Silva Henríquez,Flujo,Precipitaciones,07/03/2001,-73.7755165,-42.45860021,WGS 84/ UTM 18 S,-,0
1978,Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.772025,-42.462994,WGS 84/ UTM 18 S,,0
1979,Los Lagos,"calle Hullinco, polación Prat 1",Deslizamiento,Precipitaciones,15/06/2017,-73.77192559999999,-42.46311901,WGS 84/ UTM 18 S,-,0
1980,Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.76923199999999,-42.45648,WGS 84/ UTM 18 S,,0
1981,Los Lagos,calle Caguach,Deslizamiento,Precipitaciones,15/06/2017,-73.7691081,-42.4566139,WGS 84/ UTM 18 S,-,0
1982,Los Lagos,Castro,"Deslizamiento, Flujo",Precipitaciones,15/06/2017,-73.76598999999999,-42.455358,WGS 84/ UTM 18 S,,0
1983,Los Lagos,Lomas de Castro - Calle Galvarino Riveros Norte,Deslizamiento,Precipitaciones,15/06/2017,-73.7659169,-42.45558922,WGS 84/ UTM 18 S,-,0
1984,Los Lagos,Calle Antonio Quintanilla,Deslizamiento,Precipitaciones,15/06/2017,-73.7639153,-42.45967444,WGS 84/ UTM 18 S,-,0
1985,Los Lagos,Castro,Flujo,Precipitaciones,09/03/2001,-73.76373299999999,-42.458042,WGS 84/ UTM 18 S,,0
1986,Los Lagos,Puente Gamboa - ruta 5,Deslizamiento,Precipitaciones,15/06/2017,-73.76265509999999,-42.47187273,WGS 84/ UTM 18 S,-,0
1987,Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.762576,-42.471575,WGS 84/ UTM 18 S,,0
1988,Los Lagos,calle Pedro Montt,Deslizamiento,Precipitaciones,26/07/2017,-73.7527643,-42.46319292,WGS 84/ UTM 18 S,-,0
1989,Los Lagos,Huicha,Deslizamiento,Precipitaciones,02/06/2014,-73.7519518,-42.63680315,WGS 84/ UTM 18 S,-,0
1990,Los Lagos,Pedro Montt II,Deslizamiento,Precipitaciones,26/07/2017,-73.75103999999999,-42.46673155,WGS 84/ UTM 18 S,-,0
1991,Los Lagos,Pasaje Luiz Espinoza (Sector Miramar),Deslizamiento,Precipitaciones,15/06/2017,-73.75050929999999,-42.47081441,WGS 84/ UTM 18 S,-,0
1992,Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.750509,-42.470814,WGS 84/ UTM 18 S,,0
1993,Los Lagos,Pasaje Luiz Espinoza (Sector Miramar),Deslizamiento,Precipitaciones,05/11/2012,-73.7503146,-42.4714337,WGS 84/ UTM 18 S,-,0
1994,Los Lagos,Castro,Deslizamiento,Precipitaciones,01/06/2019,-73.750202,-42.472840000000005,WGS 84/ UTM 18 S,,0
1995,Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.74090729999999,-42.840860760000005,WGS 84/ UTM 18 S,-,0
1996,Los Lagos,Maicolpué,Deslizamiento,Precipitaciones,01/06/2014,-73.734713,-40.59475628,WGS 84/ UTM 18 S,-,0
1997,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.73469999999999,-40.5948,WGS 84/ UTM 18 S,,0
1998,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.73469999999999,-40.5948,WGS 84/ UTM 18 S,,0
1999,Los Lagos,Bahia Mansa,Deslizamiento,Precipitaciones,11/06/2020,-73.728506,-40.579171,WGS 84/ UTM 18 S,,0
2000,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.72579999999999,-40.582,WGS 84/ UTM 18 S,,0
2001,Los Lagos,Ruta U-410,Deslizamiento,Precipitaciones,19/07/2015,-73.7257922,-40.582047030000005,WGS 84/ UTM 18 S,-,0
2002,Los Lagos,Bahia Mansa,Deslizamiento,Precipitaciones,19/07/2015,-73.725792,-40.582047,WGS 84/ UTM 18 S,,0
2003,Los Lagos,Maicolpué,Flujo,Precipitaciones,06/05/2017,-73.7206714,-40.58537807,WGS 84/ UTM 18 S,-,0
2004,Los Lagos,Maicolpué,Flujo,Precipitaciones,13/05/2017,-73.7199576,-40.58500088,WGS 84/ UTM 18 S,-,0
2005,Los Lagos,Camino que une Purranque con San Pedro a la altura de Pabilo,Deslizamiento,Precipitaciones,13/08/2006,-73.71926599999999,-40.9484585,WGS 84/ UTM 18 S,-,0
2006,Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,02/06/2014,-73.707743,-40.535256,WGS 84/ UTM 18 S,-,0
2007,Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,01/06/2014,-73.7077425,-40.535255760000005,WGS 84/ UTM 18 S,-,0
2008,Los Lagos,Túnel de Pucatrihue,Caída,Precipitaciones,14/07/2012,-73.7067227,-40.540424380000005,WGS 84/ UTM 18 S,-,0
2009,Los Lagos,Túnel de Pucatrihue,Caída,Precipitaciones,07/07/2017,-73.7067227,-40.540424380000005,WGS 84/ UTM 18 S,-,0
