Región,Comuna,Tipo Remoción en masa,Factor desencadenante,Fecha Evento,Longitud,Latitud,Sistema Georeferencia,Cota (m.s.n.m)
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.632492,-38.770995,WGS 84/ UTM 18 S,102
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.563786,-38.772429,WGS 84/ UTM 18 S,135
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.563786,-38.772429,WGS 84/ UTM 18 S,135
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.554393,-38.766569,WGS 84/ UTM 18 S,141
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.554393,-38.766569,WGS 84/ UTM 18 S,139
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.551007,-38.764054,WGS 84/ UTM 18 S,135
Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.551007,-38.764054,WGS 84/ UTM 18 S,135
Araucanía,Collipulli,Deslizamiento,Precipitaciones,01/07/1970,-72.4374,-37.9639,WGS 84/ UTM 18 S,170
Araucanía,Collipulli,Deslizamiento,Precipitaciones,31/05/1971,-72.4374,-37.9639,WGS 84/ UTM 18 S,170
Los Ríos,Futrono,Flujo,Precipitaciones,28/08/2004,-72.241704,-40.179364,WGS 84/ UTM 18 S,-
Los Ríos,Futrono,Flujo,Precipitaciones,28/05/2005,-72.325337,-40.078596,WGS 84/ UTM 18 S,-
Los Ríos,Corral,"Deslizamiento, Flujo",Precipitaciones,03/07/2005,-73.56355,-39.929281,WGS 84/ UTM 18 S,-
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/01/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/05/2009,-72.827056,-39.856709,WGS 84/ UTM 18 S,60
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/09/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60
Los Ríos,Los lagos,Deslizamiento,Precipitaciones,12/04/2011,-72.826661,-39.857017,WGS 84/ UTM 18 S,57
Los Ríos,Panguipulli,Deslizamiento,Precipitaciones,18/08/2008,-72.494163,-39.745196,WGS 84/ UTM 18 S,111
Los Ríos,Corral,Deslizamiento,Precipitaciones,19/05/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-
Los Ríos,Corral,Deslizamiento,Precipitaciones,25/06/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-
Los Ríos,Corral,Deslizamiento,Precipitaciones,03/07/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-
Los Ríos,La Unión,Deslizamiento,Precipitaciones,25/04/2014,-73.0849,-40.3106,WGS 84/ UTM 18 S,13
Los Lagos,Castro,Flujo,Precipitaciones,07/03/2001,-73.7855,-42.4686,WGS 84/ UTM 18 S,-
Los Lagos,Castro,Flujo,Precipitaciones,09/03/2001,-73.7855,-42.4686,WGS 84/ UTM 18 S,-
Los Lagos,Chaitén,Deslizamiento,Precipitaciones,03/05/2002,-72.6983,-42.4087,WGS 84/ UTM 18 S,-
Los Lagos,Río Negro,Deslizamiento,Precipitaciones,09/08/2002,-73.7889,-40.7083,WGS 84/ UTM 18 S,6
Los Lagos,Osorno,Deslizamiento,Precipitaciones,22/08/2007,-73.6047,-40.575,WGS 84/ UTM 18 S,126
Los Lagos,Huilaihué,Deslizamiento,Precipitaciones,10/09/2007,-72.6482,-42.0099,WGS 84/ UTM 18 S,4
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.136,-41.7693,WGS 84/ UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,19/05/2008,-73.1317,-41.7676,WGS 84/ UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,20/05/2008,-73.1275,-41.7636,WGS 84/ UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,21/05/2008,-73.1365,-41.7657,WGS 84/ UTM 18 S,-
Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.4009,-38.8166,WGS 84/ UTM 18 S,42
Araucanía,Saavedra,Caída,Precipitaciones,15/7/2018,-73.401095,-38.815435,WGS 84/ UTM 18 S,42
Araucanía,Saavedra,Caída,Precipitaciones,12/8/2019,-73.400808,-38.816443,WGS 84/ UTM 18 S,42
Araucanía,Queule,Deslizamiento,Precipitaciones,05/08/2018,-73.207138,-39.397767,WGS 84/ UTM 18 S,-
Araucanía,Queule,Deslizamiento,Precipitaciones,28/06/2018,-73.208769,-39.401648,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.978264,-41.495016,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.978264,-41.495016,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.962965,-41.468275,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.952511,-41.466,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,19/04/2010,-72.9516,-41.4679,WGS 84/ UTM 18 S,56
Los Lagos,Chaitén,Deslizamiento,Precipitaciones,02/09/2011,-72.323,-43.3966,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/05/2013,-72.8086,-41.4982,WGS 84/ UTM 18 S,30
Los Lagos,Frutillar,Flujo,Precipitaciones,02/06/2014,-73.029,-41.1379,WGS 84/ UTM 18 S,62
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7177,-40.5453,WGS 84/ UTM 18 S,22
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7177,-40.5453,WGS 84/ UTM 18 S,22
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,18
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,18
Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9255,-42.0363,WGS 84/ UTM 18 S,68
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,08/05/2013,-72.9766,-41.3213,WGS 84/ UTM 18 S,64
Los Lagos,Puerto Varas,Flujo,Precipitaciones,02/07/2013,-72.4016,-41.1432,WGS 84/ UTM 18 S,264
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.9522,-41.4692,WGS 84/ UTM 18 S,59
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.8129,-41.4923,WGS 84/ UTM 18 S,29
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84/ UTM 18 S,22
Los Lagos,Puerto Montt,Flujo,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84/ UTM 18 S,22
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-73.0444,-41.5226,WGS 84/ UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84/ UTM 18 S,83
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84/ UTM 18 S,83
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84/ UTM 18 S,69
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84/ UTM 18 S,69
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.14,-41.753,WGS 84/ UTM 18 S,67
Los Lagos,Calbuco,Flujo,Precipitaciones,02/06/2014,-73.1294,-41.7633,WGS 84/ UTM 18 S,28
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1359,-41.7655,WGS 84/ UTM 18 S,16
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1361,-41.7658,WGS 84/ UTM 18 S,15
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.133,-41.7677,WGS 84/ UTM 18 S,20
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84/ UTM 18 S,16
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84/ UTM 18 S,16
Los Lagos,Quemchi,Deslizamiento,Precipitaciones,25/07/2015,-73.5039,-42.1428,WGS 84/ UTM 18 S,112
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.7358,-40.592,WGS 84/ UTM 18 S,43
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,17/01/2014,-72.8994,-41.484,WGS 84/ UTM 18 S,35
Los Lagos,Localidad de Guapi-Quilan,Deslizamiento,Precipitaciones,25/12/2016,-74.2937289,-43.3225986,WGS 84/ UTM 18 S,-
Los Lagos,Localidad Inio,Deslizamiento,Precipitaciones,25/12/2016,-74.1314642,-43.35946243,WGS 84/ UTM 18 S,-
Los Lagos,sector Rahue La Montaña,Deslizamiento,Precipitaciones,23/08/2017,-74.1280648,-42.70960244,WGS 84/ UTM 18 S,-
Los Lagos,ruta Chanquin a Huentemó,Deslizamiento,Precipitaciones,28/07/2017,-74.1221986,-42.59022502,WGS 84/ UTM 18 S,-
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.1168933,-42.65260205,WGS 84/ UTM 18 S,-
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.078693,-42.64363784,WGS 84/ UTM 18 S,-
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.0363473,-42.66138156,WGS 84/ UTM 18 S,-
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.0129503,-42.66485658,WGS 84/ UTM 18 S,-
Los Lagos,sector Puente Caldera,Deslizamiento,Precipitaciones,07/06/2017,-74.0122174,-42.6649043,WGS 84/ UTM 18 S,-
Los Lagos,camino a Cucao,Deslizamiento,Precipitaciones,08/05/2017,-74.0037725,-42.66572271,WGS 84/ UTM 18 S,-
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-73.9971545,-42.66825854,WGS 84/ UTM 18 S,-
Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9255,-42.0363,WGS 84/ UTM 18 S,
Los Lagos,camino Notuco-Huillinco,Deslizamiento,Precipitaciones,22/06/2012,-73.8812419,-42.66597831,WGS 84/ UTM 18 S,-
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,
Los Lagos,Caleta Estaquilla,Deslizamiento,Precipitaciones,29/08/2015,-73.8350706,-41.39498188,WGS 84/ UTM 18 S,-
Los Lagos,Caleta Estaquilla,Deslizamiento,Precipitaciones,03/07/2004,-73.8350488,-41.39352246,WGS 84/ UTM 18 S,-
Los Lagos,Caleta Estaquilla,Deslizamiento,Precipitaciones,15/06/2015,-73.8350488,-41.39352246,WGS 84/ UTM 18 S,-
Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,06/06/2014,-73.8309446,-41.93736687,WGS 84/ UTM 18 S,-
Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,20/05/2015,-73.8309336,-41.93731272,WGS 84/ UTM 18 S,-
Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,02/07/2013,-73.8309209,-41.93734862,WGS 84/ UTM 18 S,-
Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,02/06/2014,-73.8308852,-41.93732124,WGS 84/ UTM 18 S,-
Los Lagos,ruta 5 sector cuesta Mechaico,Deslizamiento,Precipitaciones,10/09/2017,-73.8286498,-41.93291225,WGS 84/ UTM 18 S,-
Los Lagos,ruta 5 sector cuesta Mechaico,Deslizamiento,Precipitaciones,06/05/2014,-73.827809,-41.93272354,WGS 84/ UTM 18 S,-
Los Lagos,sector San Antonio,Deslizamiento,Precipitaciones,30/05/2013,-73.8262673,-41.86348291,WGS 84/ UTM 18 S,-
Los Lagos,Yerbaloza,Deslizamiento,Precipitaciones,09/05/2013,-73.8253489,-42.86547171,WGS 84/ UTM 18 S,-
Los Lagos,ruta 5 sector puente San Antonio,Deslizamiento,Precipitaciones,02/06/2014,-73.8211992,-41.95890995,WGS 84/ UTM 18 S,-
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.8097417,-42.57664326,WGS 84/ UTM 18 S,-
Los Lagos,ruta 5 sector Coihuin,Deslizamiento,Precipitaciones,18/04/2015,-73.7889271,-42.74021647,WGS 84/ UTM 18 S,-
Los Lagos,Caleta Hueyelhue,Deslizamiento,Precipitaciones,09/08/2002,-73.7888791,-40.7083028,WGS 84/ UTM 18 S,-
Los Lagos,Río Negro,Deslizamiento,Precipitaciones,09/08/2002,-73.7888,-40.7086,WGS 84/ UTM 18 S,
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.7876817,-42.7138356,WGS 84/ UTM 18 S,-
Los Lagos,W-853,Deslizamiento,Precipitaciones,25/12/2016,-73.7874322,-42.76363249,WGS 84/ UTM 18 S,-
Los Lagos,sector Pulpito,Deslizamiento,Precipitaciones,03/05/2013,-73.7873652,-42.76894491,WGS 84/ UTM 18 S,-
Los Lagos,Población Cardenal Silva Henríquez,Flujo,Precipitaciones,07/03/2001,-73.7855165,-42.46860021,WGS 84/ UTM 18 S,-
Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.782025,-42.472994,WGS 84/ UTM 18 S,
Los Lagos,"calle Hullinco, polación Prat 1",Deslizamiento,Precipitaciones,15/06/2017,-73.7819256,-42.47311901,WGS 84/ UTM 18 S,-
Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.779232,-42.46648,WGS 84/ UTM 18 S,
Los Lagos,calle Caguach,Deslizamiento,Precipitaciones,15/06/2017,-73.7791081,-42.4666139,WGS 84/ UTM 18 S,-
Los Lagos,Castro,"Deslizamiento, Flujo",Precipitaciones,15/06/2017,-73.77599,-42.465358,WGS 84/ UTM 18 S,
Los Lagos,Lomas de Castro - Calle Galvarino Riveros Norte,Deslizamiento,Precipitaciones,15/06/2017,-73.7759169,-42.46558922,WGS 84/ UTM 18 S,-
Los Lagos,Calle Antonio Quintanilla,Deslizamiento,Precipitaciones,15/06/2017,-73.7739153,-42.46967444,WGS 84/ UTM 18 S,-
Los Lagos,Castro,Flujo,Precipitaciones,09/03/2001,-73.773733,-42.468042,WGS 84/ UTM 18 S,
Los Lagos,Puente Gamboa - ruta 5,Deslizamiento,Precipitaciones,15/06/2017,-73.7726551,-42.48187273,WGS 84/ UTM 18 S,-
Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.772576,-42.481575,WGS 84/ UTM 18 S,
Los Lagos,calle Pedro Montt,Deslizamiento,Precipitaciones,26/07/2017,-73.7627643,-42.47319292,WGS 84/ UTM 18 S,-
Los Lagos,Huicha,Deslizamiento,Precipitaciones,02/06/2014,-73.7619518,-42.64680315,WGS 84/ UTM 18 S,-
Los Lagos,Pedro Montt II,Deslizamiento,Precipitaciones,26/07/2017,-73.76104,-42.47673155,WGS 84/ UTM 18 S,-
Los Lagos,Pasaje Luiz Espinoza (Sector Miramar),Deslizamiento,Precipitaciones,15/06/2017,-73.7605093,-42.48081441,WGS 84/ UTM 18 S,-
Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.760509,-42.480814,WGS 84/ UTM 18 S,
Los Lagos,Pasaje Luiz Espinoza (Sector Miramar),Deslizamiento,Precipitaciones,05/11/2012,-73.7603146,-42.4814337,WGS 84/ UTM 18 S,-
Los Lagos,Castro,Deslizamiento,Precipitaciones,01/06/2019,-73.760202,-42.48284,WGS 84/ UTM 18 S,
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.7509073,-42.85086076,WGS 84/ UTM 18 S,-
Los Lagos,Maicolpué,Deslizamiento,Precipitaciones,01/06/2014,-73.744713,-40.60475628,WGS 84/ UTM 18 S,-
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,
Los Lagos,Bahia Mansa,Deslizamiento,Precipitaciones,11/06/2020,-73.738506,-40.589171,WGS 84/ UTM 18 S,
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.7358,-40.592,WGS 84/ UTM 18 S,
Los Lagos,Ruta U-410,Deslizamiento,Precipitaciones,19/07/2015,-73.7357922,-40.59204703,WGS 84/ UTM 18 S,-
Los Lagos,Bahia Mansa,Deslizamiento,Precipitaciones,19/07/2015,-73.735792,-40.592047,WGS 84/ UTM 18 S,
Los Lagos,Maicolpué,Flujo,Precipitaciones,06/05/2017,-73.7306714,-40.59537807,WGS 84/ UTM 18 S,-
Los Lagos,Maicolpué,Flujo,Precipitaciones,13/05/2017,-73.7299576,-40.59500088,WGS 84/ UTM 18 S,-
Los Lagos,Camino que une Purranque con San Pedro a la altura de Pabilo,Deslizamiento,Precipitaciones,13/08/2006,-73.729266,-40.9584585,WGS 84/ UTM 18 S,-
Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,02/06/2014,-73.717743,-40.545256,WGS 84/ UTM 18 S,-
Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,01/06/2014,-73.7177425,-40.54525576,WGS 84/ UTM 18 S,-
Los Lagos,Túnel de Pucatrihue,Caída,Precipitaciones,14/07/2012,-73.7167227,-40.55042438,WGS 84/ UTM 18 S,-
Los Lagos,Túnel de Pucatrihue,Caída,Precipitaciones,07/07/2017,-73.7167227,-40.55042438,WGS 84/ UTM 18 S,-
Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,02/06/2014,-73.715631,-40.54065,WGS 84/ UTM 18 S,-
Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,02/06/2014,-73.715186,-40.523949,WGS 84/ UTM 18 S,-
Los Lagos,Incopulli,Flujo,Precipitaciones,25/12/2016,-73.7136055,-43.08491027,WGS 84/ UTM 18 S,-
Los Lagos,puente Butalcura,Deslizamiento,Precipitaciones,07/05/2017,-73.7086083,-42.27983399,WGS 84/ UTM 18 S,-
Los Lagos,Ancud,Deslizamiento,Precipitaciones,08/05/2017,-73.702974,-42.26007423,WGS 84/ UTM 18 S,
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.7012559,-42.90740063,WGS 84/ UTM 18 S,-
Los Lagos,ruta 5 tramo Compu-Quellón,Deslizamiento,Precipitaciones,07/06/2013,-73.697777,-42.88353366,WGS 84/ UTM 18 S,-
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.6644345,-42.97136271,WGS 84/ UTM 18 S,-
Los Lagos,Dalcahue,Deslizamiento,Precipitaciones,06/09/2013,-73.6637344,-42.36763193,WGS 84/ UTM 18 S,-
Los Lagos,Dalcahue,Deslizamiento,Precipitaciones,28/09/2011,-73.6583115,-42.37649339,WGS 84/ UTM 18 S,-
Los Lagos,rampa,Deslizamiento,Precipitaciones,03/07/2013,-73.6557583,-42.38173189,WGS 84/ UTM 18 S,-
Los Lagos,Dalcahue,Deslizamiento,Precipitaciones,06/05/2017,-73.6529367,-42.37336837,WGS 84/ UTM 18 S,-
Los Lagos,Sector 18 de Septiembre,Deslizamiento,Precipitaciones,23/02/2017,-73.6528638,-42.36939593,WGS 84/ UTM 18 S,-
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.645972,-42.74989,WGS 84/ UTM 18 S,-
Los Lagos,W-853,Deslizamiento,Precipitaciones,25/12/2016,-73.6442603,-42.75274243,WGS 84/ UTM 18 S,-
Los Lagos,Sector de Saltos de Petrohué,Deslizamiento,Precipitaciones,02/06/2015,-73.6301827,-41.4084,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6296499,-42.97832654,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6278215,-43.10835255,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Caída,Precipitaciones,25/12/2016,-73.6274987,-43.10905105,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6271901,-43.11075825,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.627122,-43.10940672,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6270435,-43.10962189,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Caída,Precipitaciones,25/12/2016,-73.6270427,-43.11075648,WGS 84/ UTM 18 S,-
Los Lagos,prolongación Gómez García,Deslizamiento,Precipitaciones,01/08/2015,-73.627025,-43.1109994,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6269569,-43.10964787,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6269218,-43.11011569,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6267816,-43.11088842,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.626776,-43.11114048,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6264666,-43.11178511,WGS 84/ UTM 18 S,-
Los Lagos,calle Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6263407,-43.11191867,WGS 84/ UTM 18 S,-
Los Lagos,Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6263407,-43.11191867,WGS 84/ UTM 18 S,-
Los Lagos,Agustín Gomez García,Deslizamiento,Precipitaciones,25/12/2016,-73.6263407,-43.11191867,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6232194,-42.9785105,WGS 84/ UTM 18 S,-
Los Lagos,Queilen,Deslizamiento,Precipitaciones,25/12/2016,-73.6211989,-42.82283386,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6209479,-42.97862723,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6205801,-42.9786228,WGS 84/ UTM 18 S,-
Los Lagos,borde costero Quelllón,Caída,Precipitaciones,17/05/2018,-73.6204361,-43.12089738,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6201759,-42.97859992,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6173396,-42.97874579,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Caída,Precipitaciones,25/12/2016,-73.6145447,-42.97595647,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6102272,-42.97489557,WGS 84/ UTM 18 S,-
Los Lagos,Av. Del Mar,Deslizamiento,Precipitaciones,25/12/2016,-73.6090072,-42.4426025,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6079715,-42.97431885,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6063116,-42.97342517,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Deslizamiento,Precipitaciones,25/12/2016,-73.6059224,-42.97328536,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Caída,Precipitaciones,25/12/2016,-73.6053964,-42.97322492,WGS 84/ UTM 18 S,-
Los Lagos,"Km 43.200, Ruta U-40 (Entre Osorno y Bahía Mansa)",Deslizamiento,Precipitaciones,22/08/2007,-73.6047497,-40.57499864,WGS 84/ UTM 18 S,-
Los Lagos,Playa Curaco de Vélez,Deslizamiento,Precipitaciones,12/08/2015,-73.6032457,-42.43868698,WGS 84/ UTM 18 S,-
Los Lagos,Costanera Parque Industrial,Caída,Precipitaciones,25/12/2016,-73.597259,-43.12006626,WGS 84/ UTM 18 S,-
Los Lagos,W-911,Caída,Precipitaciones,25/12/2016,-73.5955431,-42.97025886,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.595475,-43.12013442,WGS 84/ UTM 18 S,-
Los Lagos,San juan de Chadmo,Deslizamiento,Precipitaciones,15/06/2017,-73.5953406,-42.97053553,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5952903,-43.12015016,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5946384,-43.12016917,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5942971,-43.12003891,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.594282,-43.12016479,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5940235,-43.12017962,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5940004,-43.1201163,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5937892,-43.12021276,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5934215,-43.12016322,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5932128,-43.12015165,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5930652,-43.12015884,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5930637,-43.12022185,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Deslizamiento,Precipitaciones,25/12/2016,-73.5929548,-43.12014847,WGS 84/ UTM 18 S,-
Los Lagos,Parque Industrial Oriente,Caída,Precipitaciones,25/12/2016,-73.5929285,-43.12022019,WGS 84/ UTM 18 S,-
